0,0,0
0.01,0.000313953,0.004990134
0.02,0.001253332,0.009921147
0.03,0.00281072,0.014734309
0.04,0.004973798,0.019371663
0.05,0.007725425,0.023776413
0.06,0.011043737,0.027893295
0.07,0.014902275,0.031668947
0.08,0.019270147,0.035052267
0.09,0.024112206,0.037994757
0.1,0.029389263,0.04045085
0.11,0.035058319,0.042378228
0.12,0.041072826,0.043738118
0.13,0.047382961,0.044495562
0.14,0.053935927,0.044619679
0.15,0.060676275,0.044083894
0.16,0.067546234,0.042866144
0.17,0.074486068,0.040949062
0.18,0.081434435,0.038320136
0.19,0.088328766,0.034971833
0.2,0.095105652,0.030901699
0.21,0.101701232,0.026112438
0.22,0.108051598,0.020611945
0.23,0.114093191,0.014413322
0.24,0.119763207,0.007534862
0.25,0.125,7.66E-18
0.26,0.129743475,-0.008162768
0.27,0.133935485,-0.016919987
0.28,0.137520215,-0.026233384
0.29,0.140444558,-0.036060034
0.3,0.142658477,-0.046352549
0.31,0.144115355,-0.057059306
0.32,0.144772328,-0.068124687
0.33,0.144590602,-0.079489356
0.34,0.143535747,-0.091090555
0.35,0.141577974,-0.102862419
0.36,0.138692384,-0.114736318
0.37,0.134859196,-0.126641215
0.38,0.13006395,-0.138504039
0.39,0.124297678,-0.150250082
0.4,0.11755705,-0.161803399
0.41,0.109844493,-0.173087225
0.42,0.101168272,-0.184024403
0.43,0.091542548,-0.194537816
0.44,0.080987402,-0.204550827
0.45,0.069528824,-0.213987716
0.46,0.057198674,-0.222774127
0.47,0.044034609,-0.230837504
0.48,0.030079976,-0.238107528
0.49,0.015383677,-0.244516548
0.5,3.06E-17,-0.25
0.51,-0.016011582,-0.254496816
0.52,-0.032586641,-0.257949822
0.53,-0.049656048,-0.260306121
0.54,-0.06714627,-0.261517454
0.55,-0.084979673,-0.261540542
0.56,-0.103074875,-0.260337416
0.57,-0.121347098,-0.25787571
0.58,-0.139708565,-0.254128937
0.59,-0.158068905,-0.249076738
0.6,-0.176335576,-0.242705098
0.61,-0.194414317,-0.235006539
0.62,-0.212209603,-0.225980275
0.63,-0.229625118,-0.215632338
0.64,-0.246564238,-0.203975677
0.65,-0.262930523,-0.191030207
0.66,-0.278628215,-0.176822842
0.67,-0.293562738,-0.161387481
0.68,-0.307641198,-0.144764959
0.69,-0.320772888,-0.127002971
0.7,-0.332869781,-0.108155948
0.71,-0.343847022,-0.08828491
0.72,-0.35362341,-0.067457273
0.73,-0.362121866,-0.04574663
0.74,-0.36926989,-0.023232492
0.75,-0.375,-6.89E-17
0.76,-0.379250157,0.023860397
0.77,-0.38196416,0.048253295
0.78,-0.383092028,0.073078713
0.79,-0.382590349,0.098232505
0.8,-0.380422607,0.123606798
0.81,-0.376559477,0.149090444
0.82,-0.370979092,0.17456951
0.83,-0.363667272,0.199927775
0.84,-0.354617729,0.225047254
0.85,-0.343832223,0.249808732
0.86,-0.331320694,0.274092316
0.87,-0.317101353,0.297777991
0.88,-0.301200727,0.320746196
0.89,-0.283653675,0.342878393
0.9,-0.264503364,0.364057647
0.91,-0.243801192,0.384169206
0.92,-0.22160669,0.403101073
0.93,-0.197987371,0.420744579
0.94,-0.17301854,0.436994948
0.95,-0.146783072,0.451751845
0.96,-0.119371146,0.464919917
0.97,-0.090879938,0.476409317
0.98,-0.061413284,0.486136204
0.99,-0.031081307,0.494023231
1,-1.23E-16,0.5
1.01,0.031709212,0.504003498
1.02,0.063919949,0.505978498
1.03,0.096501377,0.505877934
1.04,0.129318741,0.503663244
1.05,0.162233922,0.499304671
1.06,0.195106013,0.492781538
1.07,0.227791921,0.484082473
1.08,0.260146984,0.473205607
1.09,0.292025603,0.460158719
1.1,0.323281889,0.444959347
1.11,0.353770314,0.42763485
1.12,0.383346379,0.408222431
1.13,0.411867274,0.386769115
1.14,0.439192548,0.363331674
1.15,0.465184772,0.33797652
1.16,0.489710197,0.310779541
1.17,0.512639408,0.281825899
1.18,0.533847961,0.251209782
1.19,0.553217009,0.219034109
1.2,0.57063391,0.185410197
1.21,0.585992812,0.150457382
1.22,0.599195223,0.114302602
1.23,0.610150541,0.077079939
1.24,0.618776572,0.038930122
1.25,0.625,1.91E-16
1.26,0.628756839,-0.039558027
1.27,0.629992835,-0.079586603
1.28,0.62866384,-0.119924041
1.29,0.624736139,-0.160404977
1.3,0.618186736,-0.200861046
1.31,0.609003598,-0.241121582
1.32,0.597185855,-0.281014332
1.33,0.582743942,-0.320366193
1.34,0.56569971,-0.359003953
1.35,0.546086471,-0.396755045
1.36,0.523949005,-0.433448313
1.37,0.49934351,-0.468914768
1.38,0.472337503,-0.502988353
1.39,0.443009673,-0.535506704
1.4,0.411449677,-0.566311896
1.41,0.37775789,-0.595251187
1.42,0.342045109,-0.622177743
1.43,0.304432193,-0.646951343
1.44,0.265049678,-0.66943907
1.45,0.224037321,-0.689515974
1.46,0.181543618,-0.707065708
1.47,0.137725266,-0.721981129
1.48,0.092746593,-0.734164879
1.49,0.046778937,-0.743529913
1.5,2.76E-16,-0.75
1.51,-0.047406842,-0.75351018
1.52,-0.095253258,-0.754007173
1.53,-0.143346706,-0.751449747
1.54,-0.191491213,-0.745809034
1.55,-0.239488171,-0.7370688
1.56,-0.287137151,-0.725225659
1.57,-0.334236744,-0.710289236
1.58,-0.380585403,-0.692282277
1.59,-0.425982302,-0.671240701
1.6,-0.470228202,-0.647213595
1.61,-0.513126312,-0.62026316
1.62,-0.554483156,-0.590464588
1.63,-0.594109431,-0.557905891
1.64,-0.631820859,-0.522687672
1.65,-0.66743902,-0.484922833
1.66,-0.700792178,-0.44473624
1.67,-0.731716078,-0.402264318
1.68,-0.760054724,-0.357654605
1.69,-0.785661131,-0.311065247
1.7,-0.808398039,-0.262664445
1.71,-0.828138603,-0.212629854
1.72,-0.844767036,-0.161147931
1.73,-0.858179217,-0.108413247
1.74,-0.868283254,-0.054627752
1.75,-0.875,-3.75E-16
1.76,-0.878263521,0.055255657
1.77,-0.878021511,0.110919912
1.78,-0.874235653,0.16676937
1.79,-0.866881929,0.222577449
1.8,-0.855950865,0.278115295
1.81,-0.84144772,0.33315272
1.82,-0.823392618,0.387459155
1.83,-0.801820612,0.440804612
1.84,-0.776781691,0.492960651
1.85,-0.74834072,0.543701358
1.86,-0.716577316,0.59280431
1.87,-0.681585667,0.640051544
1.88,-0.64347428,0.68523051
1.89,-0.60236567,0.728135014
1.9,-0.55839599,0.768566145
1.91,-0.511714589,0.806333169
1.92,-0.462483527,0.841254413
1.93,-0.410877016,0.873158106
1.94,-0.357080816,0.901883191
1.95,-0.30129157,0.927280103
1.96,-0.243716089,0.949211498
1.97,-0.184570595,0.967552942
1.98,-0.124079901,0.982193554
1.99,-0.062476567,0.993036595
2,-4.90E-16,1
2.01,0.063104472,1.003016862
2.02,0.126586566,1.002035848
2.03,0.190192034,0.997021559
2.04,0.253663685,0.987954824
2.05,0.316742419,0.974832929
2.06,0.379168289,0.95766978
2.07,0.440681567,0.936495999
2.08,0.501023821,0.911358947
2.09,0.559939001,0.882322682
2.1,0.617174515,0.849467844
2.11,0.672482309,0.812891471
2.12,0.725619932,0.772706745
2.13,0.776351588,0.729042668
2.14,0.82444917,0.682043669
2.15,0.869693269,0.631869146
2.16,0.91187416,0.578692939
2.17,0.950792748,0.522702736
2.18,0.986261487,0.464099428
2.19,1.018105252,0.403096385
