2.2,1.046162168,0.339918694
2.21,1.070284393,0.274802325
2.22,1.090338848,0.207993259
2.23,1.106207892,0.139746555
2.24,1.117789936,0.070325382
2.25,1.125,6.20E-16
2.26,1.127770203,-0.070953287
2.27,1.126050186,-0.14225322
2.28,1.119807466,-0.213614699
2.29,1.109027719,-0.284749921
2.3,1.093714994,-0.355369544
2.31,1.073891841,-0.425183858
2.32,1.049599381,-0.493903978
2.33,1.020897282,-0.56124303
2.34,0.987863673,-0.62691735
2.35,0.950594968,-0.690647671
2.36,0.909205626,-0.752160308
2.37,0.863827823,-0.811188321
2.38,0.814611056,-0.867472667
2.39,0.761721668,-0.920763325
2.4,0.705342303,-0.970820393
2.41,0.645671288,-1.01741515
2.42,0.582921946,-1.060331083
2.43,0.517321839,-1.099364869
2.44,0.449111954,-1.134327313
2.45,0.378545818,-1.165044232
2.46,0.305888561,-1.191357288
2.47,0.231415924,-1.213124755
2.48,0.15541321,-1.23022223
2.49,0.078174197,-1.242543277
2.5,7.66E-16,-1.25
2.51,-0.078802102,-1.252523544
2.52,-0.157919874,-1.250064524
2.53,-0.237037363,-1.242593372
2.54,-0.315836157,-1.230100615
2.55,-0.393996668,-1.212597058
2.56,-0.471199427,-1.190113902
2.57,-0.54712639,-1.162702762
2.58,-0.62146224,-1.130435617
2.59,-0.693895699,-1.093404664
2.6,-0.764120828,-1.051722093
2.61,-0.831838307,-1.005519782
2.62,-0.896756709,-0.954948902
2.63,-0.958593745,-0.900179444
2.64,-1.01707748,-0.841399666
2.65,-1.071947518,-0.778815459
2.66,-1.122956141,-0.712649637
2.67,-1.169869418,-0.643141155
2.68,-1.21246825,-0.570544251
2.69,-1.250549374,-0.495127523
2.7,-1.283926297,-0.417172942
2.71,-1.312430183,-0.336974797
2.72,-1.335910661,-0.254838588
2.73,-1.354236567,-0.171079864
2.74,-1.367296618,-0.086023012
2.75,-1.375,-3.37E-15
2.76,-1.377276885,0.086650917
2.77,-1.374078861,0.173586528
2.78,-1.365379279,0.260460027
2.79,-1.35117351,0.346922393
2.8,-1.331479123,0.432623792
2.81,-1.306335963,0.517214997
2.82,-1.275806144,0.600348801
2.83,-1.239973952,0.681681449
2.84,-1.198945654,0.760874049
2.85,-1.152849217,0.837593985
2.86,-1.101833937,0.911516305
2.87,-1.04606998,0.982325097
2.88,-0.985747833,1.049714823
2.89,-0.921077665,1.113391636
2.9,-0.852288616,1.173074642
2.91,-0.779627987,1.228497132
2.92,-0.703360364,1.279407753
2.93,-0.623766662,1.325571632
2.94,-0.541143092,1.366771434
2.95,-0.455800067,1.402808362
2.96,-0.368061033,1.433503078
2.97,-0.278261252,1.458696567
2.98,-0.186746518,1.478250905
2.99,-0.093871827,1.492049959
3,-1.10E-15,1.5
